;meta[language=en]
; id      |key(hex)|key(str)| text
;
; comment lines use ; as first character
; all comment lines (except the two line header) will be ignored
;
2110992000|        |panel_Mods|Mods
2110992001|        |panel_ghost_mode|Ghost Mode
2110992002|        |option_gm_health_multiplier|적 체력 수치
2110992003|        |option_gm_damage_multiplier|적 공격력 수치
2110992004|        |option_gm_enemies_scaling|적 스케일
2110992005|        |preset_value_gm_es_none|하지 않음
2110992006|        |preset_value_gm_es_upscale|업스케일
2110992007|        |preset_value_gm_es_match|일치
2110992013|        |attribute_name_frost_resistance_perc|빙결 저항
2110992014|        |attribute_name_armor_reduction_perc|적 공격 저항 감소
2110992015|        |attribute_name_potion_duration|포션 지속 시간
2110992016|        |preset_value_gm_es_soft|소프트 업스케일
2110992017|        |panel_common_statistics_tooltip_silver_dph_gm|타격당 공격력 (은검)
2110992018|        |panel_common_statistics_tooltip_steel_dph_gm|타격당 공격력 (강철검)
2110992019|        |gm_sign_stats_channeling_damage_per_sec|화염 물결 초당 데미지
2110992020|        |gm_sign_stats_yrden_traps|마법 결계
2110992021|        |gm_sign_stats_yrden_damage|마법 결계 공격력
2110992022|        |gm_sign_stats_alt_yrden_duration|마법 터렛 지속 시간
2110992023|        |gm_sign_stats_alt_yrden_charges|마법 터렛 충전량
2110992024|        |gm_sign_stats_alt_yrden_damage|마법 터렛 공격력
2110992025|        |gm_sign_stats_alt_quen_returned_damage|반사 공격력
2110992026|        |gm_sign_stats_alt_quen_dmg_absorption|보호막 생성 시 피해 흡수량
2110992027|        |gm_sign_stats_alt_axii_chance|액시 확률
2110992028|        |gm_combat_stats_fast_attack_power|속공 공격력
2110992029|        |gm_combat_stats_strong_attack_power|강공 공격력
2110992030|        |gm_sign_stats_quen_dmg_absorption|공격 흡수
2110992034|        |attribute_name_vsBeast_critical_hit_chance|야수 대응 치명타 확률
2110992035|        |attribute_name_vsCursed_critical_hit_chance|저주받은 적 치명타 확률
2110992036|        |attribute_name_vsDraconide_critical_hit_chance|드라코니드 대응 치명타 확률
2110992037|        |attribute_name_vsHuman_critical_hit_chance|교수형자 대응 치명타 확률
2110992038|        |attribute_name_vsHybrid_critical_hit_chance|잡종 생물 대응 치명타 확률
2110992039|        |attribute_name_vsInsectoid_critical_hit_chance|곤충류 대응 치명타 확률
2110992040|        |attribute_name_vsMagicals_critical_hit_chance|정령 대응 치명타 확률
2110992041|        |attribute_name_vsNecrophage_critical_hit_chance|네크로파지 대응 치명타 확률
2110992042|        |attribute_name_vsRelic_critical_hit_chance|잔존생물 대응 치명타 확률
2110992043|        |attribute_name_vsSpecter_critical_hit_chance|망령 대응 치명타 확률
2110992044|        |attribute_name_vsOgre_critical_hit_chance|오그로이드 치명타 확률
2110992045|        |attribute_name_vsVampire_critical_hit_chance|뱀파이어 대응 치명타 확률
2110992046|        |attribute_name_vsBeast_critical_hit_damage_bonus|야수 대응 치명타 피해량
2110992047|        |attribute_name_vsCursed_critical_hit_damage_bonus|저주받은 적 대응 치명타 피해량
2110992048|        |attribute_name_vsDraconide_critical_hit_damage_bonus|드라코니드 대응 치명타 피해량
2110992049|        |attribute_name_vsHuman_critical_hit_damage_bonus|교수형자 대응 치명타 피해량
2110992050|        |attribute_name_vsHybrid_critical_hit_damage_bonus|잡종 생물 대응 치명타 피해량
2110992051|        |attribute_name_vsInsectoid_critical_hit_damage_bonus|곤충류 대응 치명타 피해량
2110992052|        |attribute_name_vsMagicals_critical_hit_damage_bonus|정령 대응 치명타 피해량
2110992053|        |attribute_name_vsNecrophage_critical_hit_damage_bonus|네크로파지 치명타 피해량
2110992054|        |attribute_name_vsRelic_critical_hit_damage_bonus|잔존생물 대응 치명타 피해량
2110992055|        |attribute_name_vsSpecter_critical_hit_damage_bonus|망령 대응 치명타 피해량
2110992056|        |attribute_name_vsOgre_critical_hit_damage_bonus|오그로이드 치명타 피해량
2110992057|        |attribute_name_vsVampire_critical_hit_damage_bonus|뱀파이어 대응 치명타 피해량
2110992058|        |attribute_name_vsBeast_resist_reduction|야수의 공격 저항력 감소
2110992059|        |attribute_name_vsCursed_resist_reduction|저주받은 적의 공격 저항력 감소
2110992060|        |attribute_name_vsDraconide_resist_reduction|드라코니드의 공격 저항력 감소
2110992061|        |attribute_name_vsHuman_resist_reduction|교수형자의 공격 저항력 감소
2110992062|        |attribute_name_vsHybrid_resist_reduction|잡종 생물의 공격 저항력 감소
2110992063|        |attribute_name_vsInsectoid_resist_reduction|곤충류의 공격 저항력 감소
2110992064|        |attribute_name_vsMagicals_resist_reduction|정령의 공격 저항력 감소
2110992065|        |attribute_name_vsNecrophage_resist_reduction|네크로파지의 공격 저항력 감소
2110992066|        |attribute_name_vsRelic_resist_reduction|잔존생물의 공격 저항력 감소
2110992067|        |attribute_name_vsSpecter_resist_reduction|망령의 공격 저항력 감소
2110992068|        |attribute_name_vsOgre_resist_reduction|오그로이드의 공격 저항력 감소
2110992069|        |attribute_name_vsVampire_resist_reduction|뱀파이어의 공격 저항력 감소
2110992070|        |attribute_name_vsHuman_attack_power|교수형자 대응 공격력
2110992071|da7e5ba4||경갑옷 한 부위당 치명타 확률이 $S$% 증가하고 치명타 피해량이 $S$% 증가한다.
2110992072|da7e5ba6||Each piece of heavy armor increases maximum Vitality by $S$%, damage dealt by melee attacks grants additional $S$ Adrenaline Points per each heavy armor piece.
2110992073|163a8e78||화상 확률 $I$% 증가.
2110992074|3c4a6af2||강공 공격력
2110992075|5806ca6e||강공 치명타 피해량
2110992076|69d8dd89||속공 치명타 피해량
2110992077|89dfeac9||속공 치명타 확률
2110992078|bc4297c4||강공 치명타 확률
2110992079|d23992f7||속공 공격력
2110992080|2e06698e||강공 치명타 피해량
2110992081|3375c4a9||속공 치명타 피해량
2110992082|73d42fa9||속공 치명타 확률
2110992083|b08bd7d2||강공 공격력
2110992084|c7b0b7d7||속공 공격력
2110992085|fa3924a4||강공 치명타 확률
2110992090|6c1d3ba3||Bombs are thrown without any delay and can deal critical damage. Each set piece increases bomb critical hit chance by $S$% (current bonus is: $S$%) and bomb critical hit power by $S$% (current bonus is: $S$%).
2110992091|85e8fbd1||Each set piece increases the effectiveness of an oil applied to a sword by $S$% (current bonus is: $S$%).
2110992092|1f70c024||속공 시 $S$% 확률로 출혈을 일으킨다.
2110992093|71d0c5a6||교체된 표식 모드:<br>$I$ 야드 범위 내의 적들에게 $I$ 만큼 피해를 준다. 표식의 강도에 따라 공격력 증가.(현재 공격력: $I$) 이 지역에 들어오는 발사체들을 파괴한다. 지속 시간 $I$ 초. 마법 터렛 충전량 - $I$.
2110992094|71d0c5a5||교체된 표식 모드:<br>$I$ 야드 범위 내의 적들에게 $I$ 만큼 피해를 준다. 표식의 강도에 따라 공격력 증가.(현재 공격력: $I$) 이 지역에 들어오는 발사체들을 파괴한다. 지속 시간 $I$ 초. 마법 터렛 충전량 - $I$.
2110992095|163a8e72||교체된 표식 모드:<br>$I$ 야드 범위 내의 적들에게 $I$ 만큼 피해를 준다. 표식의 강도에 따라 공격력 증가.(현재 공격력: $I$) 이 지역에 들어오는 발사체들을 파괴한다. 지속 시간 $I$ 초. 마법 터렛 충전량 - $I$.
2110992096|b1173fc9||액시를 대상 둘에게 걸 수 있게 된다. 효과 시간은 $I$% 감소된다.
2110992097|c8467d3c||액시를 대상 둘에게 걸 수 있게 된다. 효과 시간은 $I$% 감소된다.
2110992098|c8467d3d||액시를 대상 둘에게 걸 수 있게 된다. 더 이상 효과 시간이 감소되지 않는다.
2110992099|1f70c022||각 아드레날린 점수가 상대를 즉사시킬 확률을 $I$% 증가시킨다. 휩쓸기에는 적용되지 않는다.
2110992102|1f70c021||적의 보호막과 막기를 뚫고 공격한다. 아드레날린 점수당 $S$% 피해와 원기 사용의 비례하여 최대 $S$% 피해를 준다. (최대 $S$%). 치명타 피해 확률이 $S$% 증가한다.
2110992103|1f70c020||Unstoppable spinning attack that strikes all foes in the surrounding area. Deals $S$% less damage. Maintaining the attack consumes Stamina and Adrenaline. Damage received is decreased by $S$% during the attack.
2110992104|064143d3||Unstoppable spinning attack that strikes all foes in the surrounding area. Deals $S$% less damage. Maintaining the attack consumes Stamina and Adrenaline. Damage received is decreased by $S$% during the attack.
2110992105|        |gm_stat_adrenaline_gain|아드레날린 획득
2110992106|739e1e2c||강공을 할 경우, 속공 공격력이 $S$초 동안 세트의 각 부분마다 $S$% 상승한다(순서를 반대로 해도 가능).현재 보너스: $S$%.
2110992107|8ed43e3e||세트의 각 부분마다 표식의 원기 사용량을 $S$% 줄인다. 현재 보너스: $S$%.
2110992108|8ed43e3f||The size of Yrden traps is increased by $S$%. While you are within an Yrden trap, Sign Intensity is increased by $S$% and damage resistance is increased by $S$%.
2110992109|739e1e2d||검으로 치명타 피해를 입힐 시에 아드레날린 점수를 두 배로 얻는다.
2110992110|        |attribute_name_desc_knockdownchance_mult|넉다운 확률
2110992111|c3f538a3||석궁의 치명타 확률이 $S$% 증가하고 치명타 피해량이 $S$% 증가한다. 석궁의 화살이 관통하며 상대를 넘어트리거나 기절시킨다. 체력이 모두 남아있는 상대를 명중시킬 경우, 상대는 체력의 $S$%를 잃는다.
2110992112|        |effect_undying_skill|불굴의 의지
2110992113|c1e6a9cc||체력이 0이 되면, 아드레날린을 소모하여 죽지않고 $S$초 동안 체력이 재생된다. 아드레날린 포인트당 체력 재생량이 $S$% 증가한다.(최대 $S$%). $S$초에 한 번씩만 발동될수 있다.
2110992114|c1e6a9cb||체력이 0이 되면, 아드레날린을 소모하여 죽지않고 $S$초 동안 체력이 재생된다. 아드레날린 포인트당 체력 재생량이 $S$% 증가한다.(최대 $S$%). $S$초에 한 번씩만 발동될수 있다.
2110992115|cea74418||체력이 0이 되면, 아드레날린을 소모하여 죽지않고 $S$초 동안 체력이 재생된다. 아드레날린 포인트당 체력 재생량이 $S$% 증가한다.(최대 $S$%). $S$초에 한 번씩만 발동될수 있다.
2110992116|cea74430||속공 피해가 $I$% 증가한다.
2110992117|1f70c023||강공 피해가 $I$% 증가한다.
2110992118|cea74417||속공 치명타 확률이 $I$% 증가하며 속공 치명타 피해가 $I$% 증가한다.
2110992119|1f70c027||강공의 치명타 확률이 $I$% 증가하고 강공 치명타 피해가 $I$% 증가한다.
2110992120|c1e68bc4||완벽한 타이밍에 쳐내면 공격자에게 화살을 되돌리고 $I$%의 데미지를 추가해 입힌다.
2110992121|c1e68f84||Successful counterattack increases next attack power by $I$%. Each Adrenaline Point increases knockdown chance by $I$% (max $I$%, adrenaline is consumed on success) and enables finisher.
2110992122|c1e68f85||Successful counterattack increases next attack power by $I$%. Each Adrenaline Point increases knockdown chance by $I$% (max $I$%, adrenaline is consumed on success) and enables finisher. Increases critical hit chance by $I$%.
2110992123|cea74411||반격에 성공할시 다음 가하는 공격 피해량이 $I$% 증가한다.
2110992124|cf2b2da2||$I$ 피해를 흡수 하는 보호막을 생성한다. 표식의 강도의 따라 공격 흡수량은 증가한다. 현재 흡수량: $I$. <br>보호막 지속시간: $I$초.
2110992125|163a8e77||이그니로 피해를 줄때마다 적의 방어력의 $S$%를 영구히 감소시킨다.(표식의 강도의 따라 감소량 증가) 최대 감소량 $S$%.
2110992126|cf2b2da0||화염 공격을 하여 $I$의 피해를 주고 $I$% 확률로 적에게 화상을 입힌다. 공격력은 표식의 강도에 따라 올라간다. 현재 공격력: $I$.
2110992127|163a8e71||교체된 표식 모드:<br>지속되는 화염 물결을 발사하여 적들에게 초 당 $I$ 피해를 준다.표식 강도에 따라 공격력이 증가한다. (현재 공격력: $I$). 초당 $I$의 원기를 소모한다.
2110992128|71d0c1e4||교체된 표식 모드:<br>지속되는 화염 물결을 발사하여 적들에게 초 당 $I$ 피해를 준다.표식 강도에 따라 공격력이 증가한다. (현재 공격력: $I$). 초당 $I$의 원기를 소모한다.
2110992129|71d0c1e5||교체된 표식 모드:<br>지속되는 화염 물결을 발사하여 적들에게 초 당 $I$ 피해를 준다.표식 강도에 따라 공격력이 증가한다. (현재 공격력: $I$). 초당 $I$의 원기를 소모한다.
2110992130|163a8e75||아드에 $I$ 만큼 공격력을 추가한다. 표식 강도에 따라 공격력이 증가한다. 현재 공격력: $I$.
2110992131|b3c8ebb8||마법 터렛
2110992132|b1173fc0||마법 결계와 마법 터렛의 지속 시간을 $I$% 증가시킨다, 마법 터렛 증가 $I$개.
2110992133|        |gm_alt_yrden_lvl3_description|마법 결계와 마법 터렛의 지속 시간을 $I$% 증가시킨다, 마법 터렛 충전량 증가 $I$개. 또 다른 마법 결계를 설치 할 수 있다.
2110992134|b1173fc1||마법 결계안에 있는 적은 초당 $S$%의 체력 혹은 원기가 감소된다.
2110992135|c84666b6||쿠엔 방어막이 부서질 때 적을 밀어내고 $I$만큼 피해를 준다. 표식의 강도의 따라 피해량이 증가한다. (현재 피해량: $I$)
2110992136|c84666b7||쿠엔 방어막이 부서질 때 적을 밀어내고 $I$만큼 피해를 준다. 이 때 녹다운 상태로 만들 확률이 있다. 표식의 강도의 따라 피해량이 증가한다.(현재 피해량: $I$)
2110992137|163a8e73||교체된 표식 모드:<br>$I$%의 피해를 더 흡수하는 보호막을 생성 한다. 지속되는 동안 초당 $I$의 원기를 소모한다. 보호막으로 방어시 피해 흡수량에 비례해서 원기가 소모된다. 체력을 흡수한 피해의 $I$%만큼 회복한다.
2110992138|71d0c966||교체된 표식 모드:<br>$I$%의 피해를 더 흡수하는 보호막을 생성 한다. 지속되는 동안 초당 $I$의 원기를 소모한다. 보호막으로 방어시 피해 흡수량에 비례해서 원기가 소모된다. 체력을 흡수한 피해의 $I$%만큼 회복한다.
2110992139|71d0c967||교체된 표식 모드:<br>$I$%의 피해를 더 흡수하는 보호막을 생성 한다. 지속되도 더 이상 원기를 소모하지 않는다. 보호막으로 방어시 피해 흡수량에 비례해서 원기가 소모된다. 체력을 흡수한 피해의 $I$%만큼 회복한다.
2110992140|15dda916||검에 기름을 바르면 타격 시 $I$% 확률로 대상을 중독 상태로 만든다. 확률은 사용하는 기름 등급이 올라 갈때 확률이 $I$% 올라 간다. 우수한 기름 - $I$%
2110992141|15dda91a||만약 중독도가 0 이상이면, 상대가 반격을 날린느 시간이 $S$% 느려진다. 효과 지속 시간:$S$초.
2110992142|1517d64d||만약 중독도가 0 이상이면, 상대가 반격을 날린느 시간이 $S$% 느려진다. 효과 지속 시간:$S$초.
2110992143|1517d64e||만약 중독도가 0 이상이면, 상대가 반격을 날린느 시간이 $S$% 느려진다. 효과 지속 시간:$S$초.
2110992145|329005f0||강력한 공격으로 $I$% 추가 공격력과 $I$ 의 방어구 관통력을 얻는다.
2110992148|bab1daf5||중독도 수치 만큼 검의 피해량과 표식 강도가 $S$% 증가한다. (최대 $S$%)
2110992149|c3f5389c||표식으로 치명타가 발생할 수 있다.표식 치명타 확률과 피해량은 표식 강도에 따라 증가한다(현재 치명타 확률 - $S$%, 현재 치명타 피해량 - $S$%). 표식 치명타로 사망한 적은 폭발한다.
2110992150|c3f538a0||아드의 표식을 시전하면, $S$% 확률로 상대를 얼리는 추가적인 효과가 발생한다. 넘이지는 동시에 얼어버린 상대는 즉사한다. 얼지 않는 상대는 $S$ 의 추가 피해를 받는다. 피해량은 표식의 강도에 따라 증가한다. 현재 피해량: $S$.
2110992151|cf2b2da1||마법 결계에 들어온 적의 이동속도를 $S$% 낮춘다.(표식의 강도의 따라 더 느려짐) 결계 지속시간: $S$초.
2110992152|c3f538a1||전투 시작 시, 각 상대(첫 상대 제외)의 수만큼 검 공격력과 표식 강도가 $S$초 동안 $S$% 증가한다. 즉 $S$명(마리)의 상대와 싸울 경우의 보너스는 $S$%이다. 효과가 사라진 이후에는 검 공격력과 표식 강도가 첫 상대 이후 전투에 참여한 상대의 수만큼 $S$% 감소한다.(최대 $S$%).지속 시간은 $S$초.
2110992153|c32e766a||치명타 피해 보너스
2110992154|28838f82||방어구 관통력
2110992155|f35fcb73||방어구 관통력
2110992156|        |attribute_name_vitalityRegen|비전투 중 체력 회복
2110992157|        |attribute_name_vitalityCombatRegen|전투 중 체력 회복
2110992158|c95c6e28||최대 체력일 때, 모든 체력 재생 수치가 다음 검 공격 혹은 표식 공격에 추가 피해량 (최대 +$I$%)으로 전환된다.
2110992159|ccc61f66||음식을 먹으면 체력 재생시간이 $I$% 늘어나지만, 모든 음식이 전통 만두 맛이 된다.
2110992160|22156cd6||이르덴에 의해 생성된 마법 터렛이 적을 공격하면 그 자리에 마법 결계가 생성된다.
2110992161|        |attribute_name_spell_dmg_bonus|표식 공격력
2110992162|        |attribute_name_sword_dmg_bonus|무기 공격력
2110992163|7968d6e0||적을 얼린다. 얼어붙은 적 타격시 추가 피해를 준다. 지속 시간 증가.
2110992164|b02a28c2||공격력 증가
2110992165|9e58d1f5||표식 강도와 지속 시간을 늘려준다. 표식 특수 효과는 1/3 더 늘려준다.
2110992166|329005f3||전투 중 공격이 명줄할 때마다 아드레날린 점수를 얻는다. 아드레날린 점수 1점당 피해 $I$% 증가.
2110992167|        |gm_combat_stats_fast_crit_attack_power|속공 치명타 피해량
2110992168|        |gm_combat_stats_strong_crit_attack_power|강공 치명타 피해량
2110992169|        |gm_used_razor_success|게롤트는 깨끗하게 면도되었다.
2110992170|329005f2||가벼운 휴대 석궁을 쓸 수 있게 된다. 조준을 안할시 피해량이 50% 감소한다.
2110992171|5f63dbf5||적에게 던질 폭탄을 제조할 수 있다. 조준해서 던지지 않을 시 공격력이 50% 감소한다.
